陈生🎡制作,#genre#
潮剧-败家仔丘孝全集,https://vd3.bdstatic.com/mda-kjuu559yrhse0zjn/v1-cae/sc/mda-kjuu559yrhse0zjn.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702932649-0-0-cc62472ed6655ec9c87c71e8553eebde&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=3049572119&vid=7387460323864344607&klogid=3049572119&abtest=114675_1
潮剧连升三级全集,https://vd2.bdstatic.com/mda-nim0decuuvn9pz8i/576p/h264/1663806347132789122/mda-nim0decuuvn9pz8i.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702932874-0-0-73f660d1c7fbbd3989e87f2224426f90&bcevod_channel=searchbox_feed&cr=1&cd=0&pd=1&pt=3&logid=3274026228&vid=8235697982542069069&klogid=3274026228&abtest=114675_1
潮剧《井边会》全集,https://vd2.bdstatic.com/mda-pcc53miu452jq1j2/720p/h264/1678680159432548753/mda-pcc53miu452jq1j2.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702931729-0-0-15d927be15b5f7b56c636b0f7dbb9260&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=2129594436&vid=6826834552326547410&klogid=2129594436&abtest=114675_1
经典潮剧三鸾配全集,https://vd3.bdstatic.com/mda-njk4eydqg2jt77r0/360p/h264/1666323084994771977/mda-njk4eydqg2jt77r0.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702933445-0-0-7d1a89919e9f1b95fe5186f19e8da485&bcevod_channel=searchbox_feed&cr=0&cd=0&pd=1&pt=3&logid=0245185873&vid=2411320328583555674&klogid=0245185873&abtest=114675_1
潮剧罗衫奇案全集,https://vd3.bdstatic.com/mda-nij34awd3n5gpcps/576p/h264/1663642240803649850/mda-nij34awd3n5gpcps.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1702933599-0-0-3cf6314cc75584c30541dd24693e92b9&bcevod_channel=searchbox_feed&cr=1&cd=0&pd=1&pt=3&logid=0399805434&vid=6404705388895954384&klogid=0399805434&abtest=114675_1
潮剧《双青天》全剧,https://vd4.bdstatic.com/mda-md3ykacuv8kher2s/sc/cae_h264/1617579970/mda-md3ykacuv8kher2s.mp4?v_from_s=hkapp-haokan-hna&auth_key=1684352268-0-0-42f73d671e52bd50e3289798fb1c76e2&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0468274143&vid=15137367397861280338&abtest=109133_1&klogid=0468274143
潮剧梅花簪全剧,https://vd4.bdstatic.com/mda-par4fecz08ppd7ku/360p/h264/1674703032467390001/mda-par4fecz08ppd7ku.mp4?v_from_s=hkapp-haokan-hna&auth_key=1684352044-0-0-16b91fd2917aaed1d59eaced3955ea0c&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0244931587&vid=9544788274185872595&abtest=109133_1&klogid=0244931587
潮剧选段柴房会全集,https://vd2.bdstatic.com/mda-kk17ppngh41x2wg5/mda-kk17ppngh41x2wg5.mp4?pd=2&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0001332067&vid=16293442276170831390&auth_key=1642656603-0-0-332f4df4d7146dcf781daaa71bfa6723&bcevod_channel=searchbox_feed
潮剧若蕖全集,https://vd2.bdstatic.com/mda-paaanbbxidv5ft8m/sc/cae_h264/1673451964299529159/mda-paaanbbxidv5ft8m.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1684351707-0-0-19abeb486c2bad4e0dd472d993ed760e&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3507666969&vid=1527244564981154576&abtest=109133_1&klogid=3507666969
潮剧《秦香莲》选段,https://vd7.bdstatic.com/mda-jgvt5hpyd77i1vzb/sc/mda-jgvt5hpyd77i1vzb.mp4?v_from_s=hkapp-haokan-hna&auth_key=1684396209-0-0-4a61779ae567b20afabbafb34a5aadb7&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1209846440&vid=5999017055359292006&abtest=109133_1&klogid=1209846440&sdk_xcdn=1
状元配,https://vd4.bdstatic.com/mda-ki5imb57ie2xn7cd/hd/mda-ki5imb57ie2xn7cd.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1297132281&vid=2617992848768726465&auth_key=1688716297-0-0-c7173c3c260aed5763d816de9948f0b3&bcevod_channel=searchbox_feed
潮剧选段郎探母1,https://vd2.bdstatic.com/mda-khtn21iku4q90c0m/hd/mda-khtn21iku4q90c0m.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590941-0-0-b387ca62222e52d1073bf88f5129073e&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0741111344
潮剧选段郎探母2,https://vd2.bdstatic.com/mda-kfmgjz3mkxur6cbe/sc/mda-kfmgjz3mkxur6cbe.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590851-0-0-5747ee813361d4525bb67749d1670c04&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0651283721
潮剧选段郎探母3,https://vd4.bdstatic.com/mda-ma9hjbknkh4hnf1d/v1-cae/sc/mda-ma9hjbknkh4hnf1d.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640591133-0-0-3942b515e5d0b06bb72862ff89f961d1&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0933487846
潮剧选段告亲夫1,https://vd2.bdstatic.com/mda-kkrpzyeuyzngu3ew/v1-cae/sc/mda-kkrpzyeuyzngu3ew.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640591911-0-0-88ed86d5eb861115a58ce057fa26e774&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=1711343131
潮剧选段告亲夫2,https://vd2.bdstatic.com/mda-jf9rnmw1eqnsbrnx/sc/mda-jf9rnmw1eqnsbrnx.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640591721-0-0-c68422a68293e5339f6937209238d351&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=1521268026
潮剧选段秦香莲1,https://vd2.bdstatic.com/mda-jgrnevuc846qrjqw/mda-jgrnevuc846qrjqw.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590073-0-0-9bb6383537e76ea3a57b5989eb4a8f3c&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3473524277
潮剧选段秦香莲2,https://vd2.bdstatic.com/mda-jgvt5hpyd77i1vzb/sc/mda-jgvt5hpyd77i1vzb.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590296-0-0-5bb91ddf6841a5c3c563ffdeafcd959a&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0095895746
潮剧选段含悲带愤诉真情,https://aweme.snssdk.com/aweme/v1/play/?video_id=v0200fg10000c5m2oqjc77u5nmpgfkog&ratio=720p&line=0
潮剧选段赵少卿,https://vd2.bdstatic.com/mda-jgsv4kkm7iyxhri3/sc/mda-jgsv4kkm7iyxhri3.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590352-0-0-2bc230c1d5dcaedab6143f89af549c7d&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0152002054
潮剧选段井边会,https://vd3.bdstatic.com/mda-mbjgbutxtzqi7273/v1-cae/sc/mda-mbjgbutxtzqi7273.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640591540-0-0-7f226c5d04987a050fe2ffa45e81442c&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=1340029521
潮剧选段京城会,https://txmov2.a.kwimgs.com/upic/2021/11/27/12/BMjAyMTExMjcxMjI1NTlfOTI3MDI2MTU2XzYxNjE5MDA0NTQ3XzJfMw==_b_B7c73df1317ae0af8f73d03eaeb595dd0.mp4?tag=1-1641743960-std-1-temwy1cy8f-01e00f281c85e98c&clientCacheKey=3xfzc6qrrtcqjtk_b.mp4&tt=b&di=79c43beb&bp=12681
潮剧选段张春郎削发,https://txmov2.a.kwimgs.com/upic/2021/02/09/17/BMjAyMTAyMDkxNzE2MTJfMTEyMTYzNzM4MV80Mzg4MTQ0MzkxNF8yXzM=_b_B1794d6f1b3925d0e34a93bbd924ec6e8.mp4?tag=1-1641400804-std-1-jygfgkzfqc-ac5ea13542202ed8&clientCacheKey=3xuzt98jdb2696a_b.mp4&tt=b&di=79c43beb&bp=12681
潮剧选段三篙恨,https://vd2.bdstatic.com/mda-iiidr8jb7dd652gs/sc/mda-iiidr8jb7dd652gs.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640589793-0-0-894b496e932b6254b1af46163347fe51&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3193271951
潮剧选段十年悲与怨,https://vd4.bdstatic.com/mda-jf8pycu5zjuqc0wg/sc/mda-jf8pycu5zjuqc0wg.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640589979-0-0-fc5cefe016eff01f35f0b698c9d636f5&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3379194261
潮剧选段辽宋情缘,https://vd3.bdstatic.com/mda-jhekzafgfj97gx19/hd/mda-jhekzafgfj97gx19.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590112-0-0-5c61276561584c08277f7ac60b2475fa&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3512435174
潮剧选段鸳鸯情缘,https://vd4.bdstatic.com/mda-jfhqzh0g04sxxb0t/sc/mda-jfhqzh0g04sxxb0t.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590158-0-0-5edd539a438f8831a42a01f1859924d1&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3558457863
潮剧选段花蕊夫人,https://vd2.bdstatic.com/mda-jh2rie2r30gibbin/sc/mda-jh2rie2r30gibbin.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590194-0-0-810dfbeb6a2ec7335056f4af8cdfe651&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=3594025167
潮剧选段包公,https://txmov2.a.kwimgs.com/upic/2021/12/28/00/BMjAyMTEyMjgwMDIyNTRfNjYzNzU0MDQ0XzYzNjM3NTM1MjU0XzJfMw==_b_Bbd8958b5d7b8de29dbd3b07d8583c132.mp4?tag=1-1641966932-std-1-e3nhp9p8nu-5a8ac7d13291257b&clientCacheKey=3x88cmuh2s2crua_b.mp4&tt=b&di=79c43beb&bp=12681
潮剧选段包公会李后,https://vd3.bdstatic.com/mda-jg7pay02t7cde03h/mda-jg7pay02t7cde03h.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1640590504-0-0-213b9bb94e860f08a0ffd4d7b2357195&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0304810827
潮剧选段陈琳救主,https://vd3.bdstatic.com/mda-mask10zt2mhwkwhn/v1-cae/sc/mda-mask10zt2mhwkwhn.mp4?v_from_s=hkapp-haokan-hna&auth_key=1640590612-0-0-a8d9d96285d961926f9798074da64d45&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000203_4&klogid=0412635095
